"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Throughput","EBS Optimized: Max 16K IOPS","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Linux On Demand cost","Linux Reserved cost","RHEL On Demand cost","RHEL Reserved cost","SLES On Demand cost","SLES Reserved cost","Windows On Demand cost","Windows Reserved cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"M5 General Purpose 24xlarge","m5d.24xlarge","384.0 GiB","345 units","96 vCPUs","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175","2.5 GHz","Yes","Yes","Yes","Yes","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","Yes","$3959.520000 monthly","$1733.020000 monthly","$5.554 hourly","$3.584 hourly","$5.524 hourly","$3.487 hourly","$7183.200000 monthly","$4956.700000 monthly","$11.462 hourly","$9.492 hourly","$21.36 hourly","$19.39 hourly","$45.84 hourly","$43.87 hourly","$7.046 hourly","$5.076 hourly","$16.944 hourly","$14.974 hourly","$41.424 hourly","$39.454 hourly","0","$0.270 hourly"
"M5 General Purpose Metal","m5d.metal","384.0 GiB","345 units","96 vCPUs","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175","2.5 GHz","Yes","Yes","Yes","Yes","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$3959.520000 monthly","$1733.020000 monthly","$5.554 hourly","$3.584 hourly","$5.524 hourly","$3.487 hourly","$7183.200000 monthly","$4956.700000 monthly","$11.462 hourly","$9.492 hourly","$21.36 hourly","$19.39 hourly","$45.84 hourly","$43.87 hourly","$7.046 hourly","$5.076 hourly","$16.944 hourly","$14.974 hourly","$41.424 hourly","$39.454 hourly","0","unavailable"
"R5A 24xlarge","r5a.24xlarge","768.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","Yes","$3959.520000 monthly","$1795.800000 monthly","$5.554 hourly","$3.553 hourly","$5.574 hourly","$3.483 hourly","$7183.200000 monthly","$5019.480000 monthly","$11.462 hourly","$9.461 hourly","$21.36 hourly","$19.359 hourly","$45.84 hourly","$43.839 hourly","$7.046 hourly","$5.045 hourly","$16.944 hourly","$14.943 hourly","$41.424 hourly","$39.423 hourly","0","$0.270 hourly"
"D2 Eight Extra Large","d2.8xlarge","244.0 GiB","116 units","36 vCPUs","0","None","0 GiB","0","0","3.222 units","Intel Xeon E5-2676v3 (Haswell)","2.4 GHz","Yes","Yes","unknown","Yes","48000 GiB               (24 * 2000 GiB HDD)","Yes","N/A","64-bit","10 Gigabit","4000.0 Mbps","500.0 MB/s","32000.0 IOPS","No","240","8","Yes","No","Yes","No","HVM","Yes","$4029.600000 monthly","unavailable","$5.65 hourly","$3.346 hourly","$5.62 hourly","$3.253 hourly","$4524.540000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","$20.676 hourly","$18.375 hourly","unavailable","unavailable","unavailable","unavailable","$19.02 hourly","$16.398 hourly","$0.00 hourly","$0.270 hourly"
"R5 24xlarge","r5.24xlarge","768.0 GiB","347 units","96 vCPUs","0","None","0 GiB","0","0","3.615 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","Yes","$4415.040000 monthly","$2002.390000 monthly","$6.178 hourly","$3.94 hourly","$6.198 hourly","$3.87 hourly","$7638.720000 monthly","$5226.070000 monthly","$12.086 hourly","$9.849 hourly","$21.984 hourly","$19.746 hourly","$46.464 hourly","$44.226 hourly","$7.67 hourly","$5.433 hourly","$17.568 hourly","$15.33 hourly","$42.048 hourly","$39.81 hourly","0","$0.270 hourly"
"R5 Metal","r5.metal","768.0 GiB","347 units","96 vCPUs","0","None","0 GiB","0","0","3.615 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","No","$4415.040000 monthly","$2002.390000 monthly","$6.178 hourly","$3.94 hourly","$6.198 hourly","$3.87 hourly","$7638.720000 monthly","$5226.070000 monthly","$12.086 hourly","$9.849 hourly","$21.984 hourly","$19.746 hourly","$46.464 hourly","$44.226 hourly","$7.67 hourly","$5.433 hourly","$17.568 hourly","$15.33 hourly","$42.048 hourly","$39.81 hourly","0","unavailable"
"R5AD 24xlarge","r5ad.24xlarge","768.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","AMD EPYC 7571","2.5 GHz","unknown","unknown","unknown","unknown","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$4590.240000 monthly","$2057.140000 monthly","$6.418 hourly","$4.111 hourly","$6.438 hourly","$4.041 hourly","$7813.920000 monthly","$5280.820000 monthly","$12.326 hourly","$10.02 hourly","$22.224 hourly","$19.917 hourly","$46.704 hourly","$44.397 hourly","$7.91 hourly","$5.604 hourly","$17.808 hourly","$15.501 hourly","$42.288 hourly","$39.981 hourly","0","unavailable"
"X1 Extra High-Memory 16xlarge","x1.16xlarge","976.0 GiB","174.5 units","64 vCPUs","0","None","0 GiB","0","0","2.727 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","unknown","unknown","unknown","unknown","1920 GiB               SSD","Yes","No","64-bit","High","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","$4868.370000 monthly","$1565.120000 monthly","$6.799 hourly","$4.24 hourly","$6.769 hourly","$4.143 hourly","$7017.490000 monthly","$3714.240000 monthly","$10.94 hourly","$8.136 hourly","$17.293 hourly","$14.734 hourly","$33.613 hourly","$31.054 hourly","$7.751 hourly","$5.191 hourly","$14.349 hourly","$11.79 hourly","$30.669 hourly","$28.11 hourly","0","unavailable"
"X1E Eight Extra Large","x1e.8xlarge","976.0 GiB","91 units","32 vCPUs","0","None","0 GiB","0","0","2.844 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","Yes","960 GiB               SSD","Yes","No","64-bit","Up to 10 Gigabit","3500.0 Mbps","437.5 MB/s","20000.0 IOPS","No","60","4","Yes","Yes","Yes","No","HVM","No","$4870.560000 monthly","$1565.850000 monthly","$6.802 hourly","$4.242 hourly","$6.772 hourly","$4.145 hourly","$5945.120000 monthly","$2640.410000 monthly","$8.685 hourly","$6.124 hourly","$11.984 hourly","$9.424 hourly","$20.144 hourly","$17.584 hourly","$7.213 hourly","$4.652 hourly","$10.512 hourly","$7.952 hourly","$18.672 hourly","$16.112 hourly","0","unavailable"
"I2 Eight Extra Large","i2.8xlarge","244.0 GiB","104 units","32 vCPUs","0","None","0 GiB","0","0","3.25 units","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","Yes","unknown","unknown","Yes","6400 GiB               (8 * 800 GiB SSD)","Yes","Yes","64-bit","10 Gigabit","N/A","0 MB/s","0 IOPS","No","240","8","Yes","No","Yes","No","HVM","Yes","$4978.600000 monthly","unavailable","$6.95 hourly","$3.522 hourly","$6.92 hourly","$3.428 hourly","$5680.860000 monthly","unavailable","$7.942 hourly","$4.623 hourly","$9.836 hourly","$6.142 hourly","$20.292 hourly","$16.87 hourly","$7.365 hourly","$3.588 hourly","$10.664 hourly","$6.888 hourly","$18.824 hourly","$15.048 hourly","unavailable","$0.270 hourly"
"R5D 24xlarge","r5d.24xlarge","768.0 GiB","347 units","96 vCPUs","0","None","0 GiB","0","0","3.615 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","Yes","$5045.760000 monthly","$2259.350000 monthly","$7.042 hourly","$4.492 hourly","$7.062 hourly","$4.422 hourly","$8269.440000 monthly","$5483.030000 monthly","$12.95 hourly","$10.401 hourly","$22.848 hourly","$20.298 hourly","$47.328 hourly","$44.778 hourly","$8.534 hourly","$5.985 hourly","$18.432 hourly","$15.882 hourly","$42.912 hourly","$40.362 hourly","0","$0.270 hourly"
"R5D Metal","r5d.metal","768.0 GiB","347 units","96 vCPUs","0","None","0 GiB","0","0","3.615 units","Intel Xeon Platinum 8175","unknown","unknown","unknown","unknown","unknown","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","No","Yes","Yes","No","HVM","No","$5045.760000 monthly","$2259.350000 monthly","$7.042 hourly","$4.492 hourly","$7.062 hourly","$4.422 hourly","$8269.440000 monthly","$5483.030000 monthly","$12.95 hourly","$10.401 hourly","$22.848 hourly","$20.298 hourly","$47.328 hourly","$44.778 hourly","$8.534 hourly","$5.985 hourly","$18.432 hourly","$15.882 hourly","$42.912 hourly","$40.362 hourly","0","unavailable"
"General Purpose GPU Eight Extra Large","p2.8xlarge","488.0 GiB","94 units","32 vCPUs","8","NVIDIA Tesla K80","96 GiB","3.7","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","5000.0 Mbps","625.0 MB/s","32500.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$5256.000000 monthly","$2680.560000 monthly","$7.33 hourly","$5.044 hourly","$7.3 hourly","$4.947 hourly","$6330.560000 monthly","$3755.120000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"I3EN 24xlarge","i3en.24xlarge","768.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8175","3.1 GHz","unknown","unknown","unknown","unknown","60000 GiB               (8 * 7500 GiB NVMe SSD)","Yes","Yes","64-bit","100 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$7919.040000 monthly","$3445.600000 monthly","$10.978 hourly","$7.518 hourly","$10.998 hourly","$7.448 hourly","$11142.720000 monthly","$6669.280000 monthly","$16.886 hourly","$13.426 hourly","$26.784 hourly","$23.324 hourly","$51.264 hourly","$47.804 hourly","$12.47 hourly","$9.01 hourly","$22.368 hourly","$18.908 hourly","$46.848 hourly","$43.388 hourly","0","unavailable"
"I3EN Metal","i3en.metal","768.0 GiB","0 units","96 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8175","3.1 GHz","unknown","unknown","unknown","unknown","60000 GiB               (8 * 7500 GiB NVMe SSD)","Yes","Yes","64-bit","100 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$7919.040000 monthly","$3445.600000 monthly","$10.978 hourly","$7.518 hourly","$10.998 hourly","$7.448 hourly","$11142.720000 monthly","$6669.280000 monthly","$16.886 hourly","$13.426 hourly","$26.784 hourly","$23.324 hourly","$51.264 hourly","$47.804 hourly","$12.47 hourly","$9.01 hourly","$22.368 hourly","$18.908 hourly","$46.848 hourly","$43.388 hourly","0","unavailable"
"P3 Eight Extra Large","p3.8xlarge","244.0 GiB","94 units","32 vCPUs","4","NVIDIA Tesla V100","64 GiB","7.0","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$8935.200000 monthly","$3306.170000 monthly","$12.37 hourly","$8.484 hourly","$12.34 hourly","$8.387 hourly","$10009.760000 monthly","$4380.730000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"F1 16xlarge","f1.16xlarge","976.0 GiB","188 units","64 vCPUs","0","None","0 GiB","0","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","unknown","unknown","unknown","unknown","unknown","3760 GiB               (4 * 940 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","14000.0 Mbps","1750.0 MB/s","75000.0 IOPS","No","400","8","No","Yes","Yes","No","HVM","No","$9636.000000 monthly","$4809.240000 monthly","$13.33 hourly","$9.055 hourly","$13.3 hourly","$8.958 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"X1 Extra High-Memory 32xlarge","x1.32xlarge","1952.0 GiB","349 units","128 vCPUs","0","None","0 GiB","0","0","2.727 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","unknown","unknown","unknown","unknown","3840 GiB               (2 * 1920 GiB SSD)","Yes","No","64-bit","High","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","$9736.740000 monthly","$3130.240000 monthly","$13.468 hourly","$8.349 hourly","$13.438 hourly","$8.252 hourly","$14034.980000 monthly","$7428.480000 monthly","$21.88 hourly","$16.271 hourly","$34.586 hourly","$29.467 hourly","$67.226 hourly","$62.107 hourly","$15.501 hourly","$10.383 hourly","$28.698 hourly","$23.579 hourly","$61.338 hourly","$56.219 hourly","0","unavailable"
"X1E 16xlarge","x1e.16xlarge","1952.0 GiB","179 units","64 vCPUs","0","None","0 GiB","0","0","2.797 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","Yes","1920 GiB               SSD","Yes","No","64-bit","10 Gigabit","7000.0 Mbps","875.0 MB/s","40000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","$9741.120000 monthly","$3131.700000 monthly","$13.474 hourly","$8.353 hourly","$13.444 hourly","$8.256 hourly","$11890.240000 monthly","$5280.820000 monthly","$17.37 hourly","$12.249 hourly","$23.968 hourly","$18.847 hourly","$40.288 hourly","$35.167 hourly","$14.426 hourly","$9.305 hourly","$21.024 hourly","$15.903 hourly","$37.344 hourly","$32.223 hourly","0","unavailable"
"General Purpose GPU 16xlarge","p2.16xlarge","768.0 GiB","188 units","64 vCPUs","16","NVIDIA Tesla K80","192 GiB","3.7","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","20 Gigabit","10000.0 Mbps","1250.0 MB/s","65000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$10512.000000 monthly","$5361.120000 monthly","$14.53 hourly","$9.958 hourly","$14.5 hourly","$9.861 hourly","$12661.120000 monthly","$7510.240000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"P3 16xlarge","p3.16xlarge","488.0 GiB","188 units","64 vCPUs","8","NVIDIA Tesla V100","128 GiB","7.0","0","2.938 units","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","Yes","Yes","unknown","Yes","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","Yes","$17870.400000 monthly","$6611.610000 monthly","$24.61 hourly","$16.838 hourly","$24.58 hourly","$16.741 hourly","$20019.520000 monthly","$8760.730000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","$0.270 hourly"
"X1E 32xlarge","x1e.32xlarge","3904.0 GiB","340 units","128 vCPUs","0","None","0 GiB","0","0","2.656 units","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","Yes","Yes","unknown","Yes","3840 GiB               (2 * 1920 GiB SSD)","Yes","No","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","240","8","Yes","Yes","Yes","No","HVM","No","$19482.240000 monthly","$6262.670000 monthly","$26.818 hourly","$16.576 hourly","$26.788 hourly","$16.479 hourly","$23780.480000 monthly","$10560.910000 monthly","$34.74 hourly","$24.498 hourly","$47.936 hourly","$37.694 hourly","$80.576 hourly","$70.334 hourly","$28.851 hourly","$18.609 hourly","$42.048 hourly","$31.806 hourly","$74.688 hourly","$64.446 hourly","0","unavailable"
"P3DN 24xlarge","p3dn.24xlarge","768.0 GiB","345 units","96 vCPUs","8","NVIDIA Tesla V100","256 GiB","7.0","0","3.594 units","Intel Xeon Platinum 8175 (Skylake)","2.5 GHz","Yes","Yes","Yes","Yes","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","100 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$22784.760000 monthly","$7603.680000 monthly","$31.342 hourly","$19.345 hourly","$31.362 hourly","$19.275 hourly","$26008.440000 monthly","$10827.360000 monthly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"U-12TB1 Metal","u-12tb1.metal","12288.0 GiB","0 units","448 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Skylake) processors","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","150","5","No","Yes","Yes","No","Unknown","No","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"U-6TB1 Metal","u-6tb1.metal","6144.0 GiB","0 units","448 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Skylake) processors","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","150","5","No","Yes","Yes","No","Unknown","No","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"U-9TB1 Metal","u-9tb1.metal","9216.0 GiB","0 units","448 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Scalable (Skylake) processors","unknown","unknown","unknown","unknown","unknown","EBS only","N/A","N/A","64-bit","25 Gigabit","14000.0 Mbps","1750.0 MB/s","80000.0 IOPS","No","150","5","No","Yes","Yes","No","Unknown","No","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
